,Rank,Song,Artist,Album,Release Date,Popularity,Duration (ms),Explicit,Track ID,Preview URL,Track Number,Continent,Country,Artist Photo URL
596,47,Sweater Weather,The Neighbourhood,I Love You.,2013-04-22,90,240400,False,2QjOHCTQ1Jl3zawyYOpxh6,https://p.scdn.co/mp3-preview/877602f424a9dea277b13301ffc516f9fd1fbe7e?cid=0bb3eb6005f44507983d0b4982473814,4,America,Canada,https://i.scdn.co/image/ab6761610000f178df0b5ac84376a0a4b2166816
597,48,Night Changes,One Direction,FOUR (Deluxe),2014-11-17,90,226600,False,5O2P9iiztwhomNh8xkR9lJ,https://p.scdn.co/mp3-preview/359be833b46b250c696bbb64caa5dc91f2a38c6a?cid=0bb3eb6005f44507983d0b4982473814,7,America,Canada,https://i.scdn.co/image/45741ba38b51130bb96e00c0e24d17ba311a9293
598,49,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),2024-05-16,84,210950,False,6GG4yyk3UATdBfTHVgI8PB,https://p.scdn.co/mp3-preview/7b74f19b964aef85615e635192d4fcd9fbf297d3?cid=0bb3eb6005f44507983d0b4982473814,1,America,Canada,https://i.scdn.co/image/ab6761610000f178bd634295d99c61823c517c3f
599,50,Slow It Down,Benson Boone,Fireworks & Rollerblades,2024-04-05,87,161831,False,51eSHglvG1RJXtL3qI5trr,https://p.scdn.co/mp3-preview/7ed92ba5dc69c703af94b4973bb7eecb3fa3cce1?cid=0bb3eb6005f44507983d0b4982473814,3,America,Canada,https://i.scdn.co/image/ab6761610000f178b2ce21a89c09c00d80d8ca25
600,1,Tu Boda,Oscar Maydon,Tu Boda,2024-09-26,90,225880,True,1cOboCuWYI2osTOfolMRS6,https://p.scdn.co/mp3-preview/6612f9395f31bb118d7cd4b8ec87d8d473f43c2a?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178505626c3e5b3feebe828f206
601,2,EL LOKERON,Tito Double P,INCÓMODO,2024-08-22,89,145473,True,6X6m4xmdFcz31p1h7Qg68c,https://p.scdn.co/mp3-preview/017a0646b18b78f4bbdcdbe6282396edb6fb5753?cid=0bb3eb6005f44507983d0b4982473814,7,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
602,3,DOS DÍAS,Tito Double P,INCÓMODO,2024-08-22,88,153928,True,5lKFO0PrOC9jmOlPEdjHsL,https://p.scdn.co/mp3-preview/1ebf86637464390ac64a87bdf687dbe7cdb61a3b?cid=0bb3eb6005f44507983d0b4982473814,13,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
603,4,ESCAPATE,Tito Double P,INCÓMODO,2024-08-22,87,144674,True,6HrALJOMsfPCCbUo5cJCON,https://p.scdn.co/mp3-preview/7510ba226200964d76de3e5c5d790c1a02f0d82b?cid=0bb3eb6005f44507983d0b4982473814,15,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
604,5,Presidente,Gabito Ballesteros,Presidente,2024-10-21,71,181064,True,4OLT65TRsOx3Iv1TlCcQVb,https://p.scdn.co/mp3-preview/b0f36c2ef04c7f67feea1e01b29ff467a428a5ad?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1787f09c9c912a14580f87a2ea8
605,6,LA PATRULLA,Peso Pluma,ÉXODO,2024-06-20,87,130614,True,2aYZaN5SmkRDLsrrV8GkBQ,https://p.scdn.co/mp3-preview/3a490b1336290577f0bf5a3b5a68f73e70b17e68?cid=0bb3eb6005f44507983d0b4982473814,3,America,Mexico,https://i.scdn.co/image/ab6761610000f178e5283f5b671cf618b82a2696
606,7,AY MAMÁ,Tito Double P,INCÓMODO,2024-08-22,84,163031,True,2lAUq68F2bt7Kc218n9FPp,https://p.scdn.co/mp3-preview/d1e14df5adec3f8e16385a4010ef311db7a4a37e?cid=0bb3eb6005f44507983d0b4982473814,9,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
607,8,Y LLORO,Junior H,$AD BOYZ 4 LIFE II,2023-10-05,84,179013,True,6RcAHyC5sAUIbPTkhOQwd8,https://p.scdn.co/mp3-preview/f82787d084854523e602d1239f44f04ced392dc5?cid=0bb3eb6005f44507983d0b4982473814,6,America,Mexico,https://i.scdn.co/image/ab6761610000f17850998d90507d8c1603b2530b
608,9,Mejores Jordans,Victor Mendivil,Mejores Jordans,2024-07-30,84,234077,False,1cZHUhGz7xJ8c4szDipipd,https://p.scdn.co/mp3-preview/229a98c0d2d17dc41097a67bb292af92ecaea977?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178d6b8b69fa589b40cfa2fccf6
609,10,Rey Sin Reina,Julión Álvarez y su Norteño Banda,Atento Aviso ... Rey Sin Reina,2024-09-05,85,150523,False,0BiDnJFB3TlRB6aji7jUz3,https://p.scdn.co/mp3-preview/af86b642ea037db66b893e51f9f080973fd20878?cid=0bb3eb6005f44507983d0b4982473814,3,America,Mexico,https://i.scdn.co/image/ab6761610000f17847953d3ea5b643699c9b298a
610,11,Si No Quieres No,Luis R Conriquez,Si No Quieres No,2024-03-10,86,147011,False,1C84d9abZVKWHT2YYpoean,https://p.scdn.co/mp3-preview/d7d61eec7c0ac31c5019a40c1e6169f2c0776386?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1786fca2f2fcfaf068fd37027d1
611,12,PIÉNSALO,Junior H,$AD BOYZ 4 LIFE II,2023-10-05,84,240669,True,4ZOkfHC38nxSeSqzGE5HFr,https://p.scdn.co/mp3-preview/d61763d232289524b83d7ba361014c62730470ec?cid=0bb3eb6005f44507983d0b4982473814,13,America,Mexico,https://i.scdn.co/image/ab6761610000f17850998d90507d8c1603b2530b
612,13,LINDA,Tito Double P,INCÓMODO,2024-08-22,79,224210,True,7qXptgpZGo8AFPhJCBVLFE,https://p.scdn.co/mp3-preview/be106fad3685f8e1e099ecff3a33f10f4fdefbf1?cid=0bb3eb6005f44507983d0b4982473814,16,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
613,14,NEL,Fuerza Regida,PERO NO TE ENAMORES,2024-07-25,88,149073,True,5AH31dDNgxCMGDdxubNNn4,https://p.scdn.co/mp3-preview/9cd09c0e882d87c65d768143d6cfe9465cc56d1d?cid=0bb3eb6005f44507983d0b4982473814,2,America,Mexico,https://i.scdn.co/image/ab6761610000f1787e2545f678354fc859de15f1
614,15,PRIMO,Tito Double P,INCÓMODO,2024-08-22,81,164991,True,7AysIqSEDiwP4CUsAXJwrk,https://p.scdn.co/mp3-preview/e3439696a82ba2d8a5bc92bbe97be316b103e9e5?cid=0bb3eb6005f44507983d0b4982473814,2,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
615,16,LOS CUADROS,Peso Pluma,LOS CUADROS,2024-08-08,84,160409,True,41EOhpn50qvd8iZSKw531W,https://p.scdn.co/mp3-preview/dc279ec3cfcd83895355cbe76efc5e2fd9a0c518?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178e5283f5b671cf618b82a2696
616,17,Madonna,Natanael Cano,Madonna,2024-03-08,84,187087,True,5LhI8m7n8xlQmNe3b7Rwis,https://p.scdn.co/mp3-preview/1f5da933d7ad8458956721a548e4cb3f565a377e?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1787e2078873c8ccd9f968de1cf
617,18,Vaquero - Remix,Bellakath,Vaquero (Remix),2024-08-08,81,300000,True,7l3UuUZEqvxjhKYD2QBxOU,https://p.scdn.co/mp3-preview/15ae0d49fa5df426ae36864a417769a269d5f9a7?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f17816fbedc9513ef989a5422da6
618,19,Giza,Natanael Cano,Giza,2024-07-10,83,177580,False,6KOnLTb1xLfKDAjMC43I76,https://p.scdn.co/mp3-preview/091b3eddfeb8e5c641158181bf2a5445b60527a3?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1787e2078873c8ccd9f968de1cf
619,20,SANTAL 33,Peso Pluma,ÉXODO,2024-06-20,81,190303,True,02cRoSfWU3RJNFyU3o4lhV,https://p.scdn.co/mp3-preview/3748ab0fb543363b6476f872593cc4cb8a754b89?cid=0bb3eb6005f44507983d0b4982473814,14,America,Mexico,https://i.scdn.co/image/ab6761610000f178e5283f5b671cf618b82a2696
620,21,5-7,Tito Double P,INCÓMODO,2024-08-22,81,174500,False,3IEvQ1CzszUJtTRLmmMJ2X,https://p.scdn.co/mp3-preview/704d2558baeeb652a09d2ef7fe928fa0effb0924?cid=0bb3eb6005f44507983d0b4982473814,5,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
621,22,HOLLYWOOD,Peso Pluma,ÉXODO,2024-06-20,82,284864,True,5GTBdEjZe7zEDp1N0eCZE4,https://p.scdn.co/mp3-preview/705963b281ed4bb188b3034da800c2d3df05441c?cid=0bb3eb6005f44507983d0b4982473814,10,America,Mexico,https://i.scdn.co/image/ab6761610000f178e5283f5b671cf618b82a2696
622,23,Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,2024-06-21,94,195824,False,6WatFBLVB0x077xWeoVc2k,,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1784b0754aefc9db490e02205ec
623,24,Hecha Pa' Mí,Grupo Frontera,Hecha Pa' Mí,2024-10-03,80,195845,False,1uGUbgZuO1kD1JZ0UeFupN,https://p.scdn.co/mp3-preview/2005b1dad2c3f5b029e213df0bf69685e0444c78?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1783f244d61f287932d5c958fea
624,25,Que Onda,Calle 24,Que Onda,2023-08-30,83,191466,True,6uIIdjYTxxpWOyWuVXrKQO,https://p.scdn.co/mp3-preview/84bedddb9d7ae9cc58aad446d435c9eea28bdabb?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178af4cf5344b8f360f306449b3
625,26,No Son Doritos,Clave Especial,No Son Doritos,2024-08-23,79,160714,True,2ss1LK5Kfnjo5EUaCbsgZM,https://p.scdn.co/mp3-preview/64816cd12aa76723764ce55e319d73906a25d0eb?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1787b4d22498e0f23c476879165
626,27,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,251667,False,2plbrEY59IikOBgBGLjaoe,,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1784b09cd0839c6129c29d22f79
627,28,Regalo De Dios,Julión Álvarez y su Norteño Banda,PRESENTE,2023-11-17,83,185933,False,51qYdMBxt9mFbtZBzq1Yfi,,3,America,Mexico,https://i.scdn.co/image/ab6761610000f17847953d3ea5b643699c9b298a
628,29,TRES BOTELLAS,Junior H,$AD BOYZ 4 LIFE II,2023-10-05,80,162648,True,2CshODtf7iwe3pKlPmEWF5,https://p.scdn.co/mp3-preview/8b7b5b934f6bfd055a6a2f677f217bdcaa7f5f1e?cid=0bb3eb6005f44507983d0b4982473814,8,America,Mexico,https://i.scdn.co/image/ab6761610000f17850998d90507d8c1603b2530b
629,30,APT.,ROSÉ,APT.,2024-10-18,94,169917,False,5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
630,31,Volver Al Futuro,Oscar Maydon,Volver Al Futuro,2024-05-30,81,204102,False,33Nj9AdncSmHbCN3QeSZTL,https://p.scdn.co/mp3-preview/be3cc97a7efe69376fe4023919788e2f0eb7fada?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178505626c3e5b3feebe828f206
631,32,El Final De Nuestra Historia,La Arrolladora Banda El Limón De Rene Camacho,12 Favoritas,2013-01-01,48,197346,False,0sgwOySqG0fbNukjUa1BUt,,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178e5bc8559d9c7aa3dce8847d6
632,33,Extssy Model,Junior H,Mi Vida En Un Cigarro 2,2022-02-11,81,240654,False,24teIhDYO2RocTA2v5dY0r,https://p.scdn.co/mp3-preview/cec1d5a55ef11853ea4ee4330e3aa3d10140ab5f?cid=0bb3eb6005f44507983d0b4982473814,9,America,Mexico,https://i.scdn.co/image/ab6761610000f17850998d90507d8c1603b2530b
633,34,BLANCA ROSITA Y MARIA,Tito Double P,INCÓMODO,2024-08-22,77,200658,True,1wsDxqEDpsvNCatbXHjOje,https://p.scdn.co/mp3-preview/9d04104f7ec2a7340941ddc675be173b133e0f56?cid=0bb3eb6005f44507983d0b4982473814,14,America,Mexico,https://i.scdn.co/image/ab6761610000f17842aaf132132313182dcf7271
634,35,Tal Vez Fui Yo,El Padrinito Toys,Tal Vez Fui Yo,2024-08-08,81,150365,False,587pEvJ7iJhNtcCf5YKEgE,https://p.scdn.co/mp3-preview/719a1eeb2a2254e7f4e254ccb2e9f602d3776d64?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f17860e34117e14444b41bb9e701
635,36,Diamantes,Natanael Cano,A Mis 20,2021-05-28,79,211352,False,0JDrG1g5HXbfgGtRKT0ofH,https://p.scdn.co/mp3-preview/34db5a801733e5901d97a877e9fc49c4aefbfbce?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1787e2078873c8ccd9f968de1cf
636,37,Lo Que Hay X Aquí,La Receta,Corridos Pa Mis Compas Y Rolitas Pa Mi Ex,2024-08-22,74,158545,False,7oJ3N7oVSwoa5sdpg6NCE6,https://p.scdn.co/mp3-preview/84c5edec2733ed914cd3cb89a52517277ec95940?cid=0bb3eb6005f44507983d0b4982473814,3,America,Mexico,https://i.scdn.co/image/ab6761610000f178cd5e6b60001fd98e7863996c
637,38,Q U E V A S H A C E R H O Y ?,Omar Courtz,PRIMERA MUSA,2024-09-20,89,224022,True,0Sr7ssScx54yxdM2ols7nW,https://p.scdn.co/mp3-preview/6108826ceba143d45da7ca982dd8b067427d9a14?cid=0bb3eb6005f44507983d0b4982473814,15,America,Mexico,https://i.scdn.co/image/ab6761610000f178461144511a619789aea8f69a
638,39,Soltera,Shakira,Soltera,2024-09-25,86,214642,False,3OJDtCdYs8QJnui708tEU3,https://p.scdn.co/mp3-preview/767b16d5b5c8695b4440fab78722a049c19a2951?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f1782528c726e5ddb90a7197e527
639,40,Primera Cita,Carin Leon,Colmillo De Leche,2023-05-19,83,186455,False,3fJHbMUnzceimOnNjp63fF,https://p.scdn.co/mp3-preview/e6ef5f00a6f3d99326cdeecd71289ff7fe06cbd6?cid=0bb3eb6005f44507983d0b4982473814,9,America,Mexico,https://i.scdn.co/image/ab6761610000f178374620b17c4a16d8c99f2369
640,41,Lo Tienes Todo,Julión Álvarez y su Norteño Banda,PRESENTE,2023-11-17,80,164386,False,29vIEdxgMT9H1fnBMecWjA,,11,America,Mexico,https://i.scdn.co/image/ab6761610000f17847953d3ea5b643699c9b298a
641,42,Según Quién,Maluma,Don Juan,2023-08-25,84,142334,True,4bw8mcDUSRWfQo63ZTYRnU,https://p.scdn.co/mp3-preview/b726d4008d57b82d7c72b2585c89677405d0819a?cid=0bb3eb6005f44507983d0b4982473814,7,America,Mexico,https://i.scdn.co/image/ab6761610000f1784ad532b705df9f1a8b3fe314
642,43,BELANOVA,Peso Pluma,ÉXODO,2024-06-20,80,164822,True,1jIirpaACmgb4nTYfywys4,https://p.scdn.co/mp3-preview/0131ff6bfc4acd8be8a1fc75ab11bb66e7cab007?cid=0bb3eb6005f44507983d0b4982473814,8,America,Mexico,https://i.scdn.co/image/ab6761610000f178e5283f5b671cf618b82a2696
643,44,Amor,emmanuellcortess_,Memorias <3,2023-07-28,81,202058,False,0hkoQgoqic1qQtxPOudmrx,https://p.scdn.co/mp3-preview/2f93aacabc520779d977ebb49ab635495a2f0b5b?cid=0bb3eb6005f44507983d0b4982473814,7,America,Mexico,https://i.scdn.co/image/ab6761610000f1788116048b393bd4f50e60935f
644,45,Mónaco,LAGOS,Clásicos,2021-05-28,78,192313,False,3HgvO4B5LLmdPOT2d8cSZd,https://p.scdn.co/mp3-preview/50612abe7c5a1c3261f11706a489ea31aa42937a?cid=0bb3eb6005f44507983d0b4982473814,4,America,Mexico,https://i.scdn.co/image/ab6761610000f17833b0d5575502ed62b6a3094d
645,46,TÚ NAME,Fuerza Regida,Dolido Pero No Arrepentido,2024-02-09,80,152078,False,3FqUPvubYeRCMsdJ02QyZR,https://p.scdn.co/mp3-preview/f90fcef8fe627f6c5c335fa4b246d3e62b98a158?cid=0bb3eb6005f44507983d0b4982473814,3,America,Mexico,https://i.scdn.co/image/ab6761610000f1787e2545f678354fc859de15f1
646,47,Apaga El Cel,Calle 24,Apaga El Cel,2023-12-22,79,170832,False,1sXr6moCwVxwKEgSPxhVvF,https://p.scdn.co/mp3-preview/78129d56100a9d40ab76ec53e44b1fc4a3500da4?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f178af4cf5344b8f360f306449b3
647,48,On D Gas,LEGADO 7,Pa Que Se Motiven,2024-08-23,74,201322,True,2HSqF98IZ3OIGVUHHUwGdV,https://p.scdn.co/mp3-preview/aab3fb0a11d4f0f187f163ab600742ac96c7104b?cid=0bb3eb6005f44507983d0b4982473814,1,America,Mexico,https://i.scdn.co/image/ab6761610000f17829f1c32cf9124e53132a50b3
648,49,QUE VUELVAS,Grupo Frontera,El Comienzo,2023-08-25,80,169418,False,5HR7yfhSCeoOHRQN05XnZQ,https://p.scdn.co/mp3-preview/4cbda75e1b184de9e1299657f73394f3eb4d9bc7?cid=0bb3eb6005f44507983d0b4982473814,10,America,Mexico,https://i.scdn.co/image/ab6761610000f1783f244d61f287932d5c958fea
649,50,TOMMY & PAMELA,Peso Pluma,ÉXODO,2024-06-20,78,209361,True,3GWUv0TDO5E3cHfsxYeptt,https://p.scdn.co/mp3-preview/6ebaa7e7801d8411d3a33700116be1bbd99144ae?cid=0bb3eb6005f44507983d0b4982473814,7,America,Mexico,https://i.scdn.co/image/ab6761610000f178e5283f5b671cf618b82a2696
650,1,UNA BOKA,Lalo Ebratt,UNA BOKA,2024-10-17,70,150588,False,3wSZvk3xWv2bzUpUAalO55,https://p.scdn.co/mp3-preview/cd245cec393441baed2dc00ee65bbc2be8a20670?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178265d48bcd19f5b42925cde51
651,2,Q U E V A S H A C E R H O Y ?,Omar Courtz,PRIMERA MUSA,2024-09-20,89,224022,True,0Sr7ssScx54yxdM2ols7nW,https://p.scdn.co/mp3-preview/6108826ceba143d45da7ca982dd8b067427d9a14?cid=0bb3eb6005f44507983d0b4982473814,15,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178461144511a619789aea8f69a
652,3,Cupido,Engel Montaz,Desire,2024-07-10,68,215000,False,2FFr0vdtqPBTK3RW0c7T5C,https://p.scdn.co/mp3-preview/9a358b6e001752be1cd96c388997263a2bb6d7a1?cid=0bb3eb6005f44507983d0b4982473814,11,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
653,4,Party Prendio,Engel Montaz,Desire,2024-07-10,66,102592,True,7kysxhCfP7fFebn7iZU8Av,https://p.scdn.co/mp3-preview/f95022ffba7519ed55bcbf437d28a478d55b60c6?cid=0bb3eb6005f44507983d0b4982473814,8,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
654,5,Pegate,Engel Montaz,Desire,2024-07-10,55,165168,False,3wmfO0mDUmLCxMuUoR5Ldu,https://p.scdn.co/mp3-preview/b3a1677435d2dbcb65b9e09a54a2880ac1f5b5c2?cid=0bb3eb6005f44507983d0b4982473814,4,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
655,6,LA PRIMERA VEZ (feat. NTG),Myke Towers,LA PANTERA NEGRA,2024-08-22,65,171826,True,1nlE7HodTsB0IHA3HkR6gd,https://p.scdn.co/mp3-preview/e0a63088b9163966a13201f361f1b673c1ee9c69?cid=0bb3eb6005f44507983d0b4982473814,9,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1788372345609bebaf1e948ef7f
656,7,Si Estoy Contigo - Bachata,Engel Montaz,Desire,2024-07-10,60,216827,False,2MwztolEt0vNsp8tbnNbRs,https://p.scdn.co/mp3-preview/f5a5e615b6f6c474308776b63e65761d632a4068?cid=0bb3eb6005f44507983d0b4982473814,12,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
657,8,Vamono Lejos,Engel Montaz,Vamono Lejos,2024-02-20,58,187694,True,4xdl8WUxPsgG0gZdIP4yS8,https://p.scdn.co/mp3-preview/a38705337849765f11fbd3a1f4cdca60b71d873d?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
658,9,Culiacan,Engel Montaz,Desire,2024-07-10,60,171860,False,4B5G10aokuWdgVkgD5m6d7,https://p.scdn.co/mp3-preview/26e2ce669eab59060788f4452b097958a50d9e21?cid=0bb3eb6005f44507983d0b4982473814,10,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
659,10,Vibrador,Engel Montaz,Desire,2024-07-10,61,186666,True,4h3i4yz7mkw1H9XG9VMkjQ,https://p.scdn.co/mp3-preview/80d3449742dca100854a56a398a549991d89f6e2?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
660,11,"TETEO (feat. Axel Rulay, White Star)",Jon Z,REAL,2024-10-24,49,245432,True,0Vhn5cKzaOuAXq0G7fnY0H,https://p.scdn.co/mp3-preview/b52748a0e048a5f7c37d910fd14ad06673440667?cid=0bb3eb6005f44507983d0b4982473814,15,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178b086efb3d7d6cadc694a4910
661,12,Kikito,Engel Montaz,Kikito,2022-03-22,58,170084,True,5N7WygWmT8oIz5PqtLYFYz,https://p.scdn.co/mp3-preview/e3e46445b5d986b101a240e5cef1ff7d7c1a255b?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
662,13,Mi Camino,Engel Montaz,Desire,2024-07-10,58,167659,False,6RJWcYvINrYamu3sfW7a9T,https://p.scdn.co/mp3-preview/7ab48c6cf730aa2784ccade3f257ba70e31a9079?cid=0bb3eb6005f44507983d0b4982473814,9,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d652f1fc1bf78e227e096897
663,14,Dale 2,Yailin la Mas Viral,Dale 2,2024-09-27,64,148850,True,7eYg1DaZOkTUJbMpzTAfhl,https://p.scdn.co/mp3-preview/2846c82af8938dae28106d93b931784d6a0d9b3e?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1782fd5cb69b2e687b0ff14c04e
664,15,EBRIO,Amenazzy,EBRIO,2024-05-29,58,159477,True,0c1ctKLU6NrzBXYJBz8z4p,https://p.scdn.co/mp3-preview/51930b68370fa3798d3e3e6470046e18ce3ca260?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1785565452c2ded3716f5930d69
665,16,Mi Bro,La Frecuencia,Mi Bro,2024-10-22,42,154000,True,4czXztMbrs3En925QdRtCR,https://p.scdn.co/mp3-preview/885ed1e6b54719f2dc1661eec6f0940f13ba4af8?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178b535fdb1300bea89413d0440
666,17,Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,2024-06-21,94,195824,False,6WatFBLVB0x077xWeoVc2k,,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1784b0754aefc9db490e02205ec
667,18,UWAIE,Kapo,UWAIE,2024-08-15,87,172427,False,5QjmUqgpPQgXgg4606DqZF,https://p.scdn.co/mp3-preview/1c5f61958fb04b0d3f6af10d66ffdb708b428096?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178d21af7619db28f072b7a9f54
668,19,Que linda,Lomiiel,Que Linda,2024-07-18,67,137760,False,1FExEHMPs4J1qLZTPFOuaX,https://p.scdn.co/mp3-preview/bdcae3f93f8ed79f071d06eaca6902b2934a0726?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1788c7c78b78d3c409e2897fd02
669,20,PIKY,Jezzy,PIKY,2024-05-31,65,118998,True,3s53B1v7ijagovFhhWVX8n,https://p.scdn.co/mp3-preview/0729ebfc7461ca35bd67fc65e7a2722c8a41de2e?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f17887ffeed8c66feda036c13111
670,21,Frente al Mar,Beéle,Frente al Mar,2024-09-26,77,165178,False,60u6hcpH5Qm1M3xESdNBrB,https://p.scdn.co/mp3-preview/80d5e95be3b045075378f0431a46ab346393f168?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1783a404fc0649794f02c02524d
671,22,Cuero Caro,NTG,Cuero Caro,2023-07-04,57,158241,True,7axxLnHLlcHeXkc4Si82zN,https://p.scdn.co/mp3-preview/9306faa6f443678287150300d964c1521375fc7d?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1780c63f140fbce45a95c3dc25b
672,23,Sicaria,MEL GRANDA,Sicaria,2024-03-14,68,204649,True,02AZnoKXGEeOrTI9xrtOsg,https://p.scdn.co/mp3-preview/b22f3d7a9105e660c5d00e547770f873f120c7c6?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f1782e160fdee16c90b1c8d42dd6
673,24,Mala Mujer,John Theis,Mala Mujer,2024-10-14,57,194086,True,6LkoWYYXeRISrlQCMhObCc,https://p.scdn.co/mp3-preview/168418c7d7ff5926bd5157ddf76a125574a5c9d7?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178917015c9598b79d6b4aed07f
674,25,Mejor,Sin Nombre,Mejor,2024-04-30,54,148750,True,2VyQdvvOsNifCt5DrT0NS1,https://p.scdn.co/mp3-preview/d8c59d44c319af516df406e03b7ab089d366e66a?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f178ca2fb54e1becff97c992cc95
675,26,A 30,Jezzy,A 30,2024-05-10,62,115432,False,2h2Kllyx5wpXvrYN3M8CG1,https://p.scdn.co/mp3-preview/ffe601bbc469adc07187d9b9cc7d3d83dcc473bf?cid=0bb3eb6005f44507983d0b4982473814,1,America,Dominican Republic,https://i.scdn.co/image/ab6761610000f17887ffeed8c66feda036c13111
